CustomerID,Name,Age,MonthlyBill,DataUsageGB,ContractMonths,DevicesOwned,Exited,PhoneNumber,EmailAddress,City,State,ZipCode,PlanType,TotalSpent,CustomerSince,LastInteraction
fda39073-504c-4d01-ad13-e9e0763fc298,Pamela Wright,54,111.83,8.69,24,1,1,942.823.5923x04595,lmcneil@example.org,West Emily,Oregon,28901,Premium,568.66,2019-01-20,2023-02-28
b49ebc94-b7d9-43ef-a112-c2c86b4f3e41,Amanda Perry DDS,76,149.85,4.8,24,3,0,387.238.3165,thorntonrobin@example.com,Greentown,Louisiana,83374,Basic,680.17,2019-08-09,2023-04-11
87ce7690-412c-48d9-90f5-8869b808c5bf,Lori Schmidt,68,150.35,1.4,24,5,1,305-490-0417,kathyayers@example.org,Kellyhaven,Michigan,25521,Basic,123.77,2019-05-09,2023-03-15
ed333116-50c7-4be7-a9a7-dd6019087e90,Thomas Lowe,42,56.55,4.84,12,3,1,(768)795-0610x2596,lisajohnson@example.org,Lake Vincent,Minnesota,01059,Standard,931.73,2021-03-27,2022-11-13
ed97a61a-30ec-431e-ab96-fe57127c7a02,Andre Williams,30,68.09,4.72,24,1,0,3532008007,clayton31@example.net,Wendyshire,Tennessee,86185,Premium,407.51,2019-06-27,2023-04-21
9120f673-42d5-46d1-8b82-1b24a65c6849,Heather Perez,49,46.9,7.34,36,5,0,373-873-5818,amiller@example.org,Michellestad,West Virginia,65357,Basic,673.37,2023-06-04,2023-07-06
1bb9e657-f4f7-4c0f-92b4-8d24a8caf987,Amanda Owens,29,126.31,5.96,24,3,0,(653)654-6660x99463,kenneth96@example.org,East Michael,West Virginia,94792,Basic,831.41,2022-01-04,2023-04-10
70c9ad0f-ee72-4452-bf8c-90759576882f,Rodney Sims,46,59.76,8.55,36,3,0,+1-916-674-2445x1554,cwarren@example.net,Amandahaven,Nevada,81176,Standard,417.09,2021-06-17,2023-05-10
a432a0ac-5b86-4b34-bef9-5d8e2daaeeae,Cheryl Rodriguez,27,110.08,1.82,24,1,0,+1-490-527-9952,whitematthew@example.org,Grayside,Arkansas,88098,Premium,871.58,2023-07-13,2023-05-05
b2d85cd8-6272-4a2b-84f7-803ffd36a335,Mr. Ralph Christensen DDS,22,83.94,5.52,12,3,1,(550)506-7545x2098,mirandaapril@example.net,East Matthew,Louisiana,54009,Standard,831.81,2022-06-22,2022-11-30
781a0095-b841-4309-973b-b4fd6a00d46a,Amanda Miller,60,31.27,8.57,24,1,0,001-254-648-8789,vanessajames@example.com,Toddland,Mississippi,55892,Standard,838.47,2023-08-20,2023-06-07
67395c63-961d-42f2-be3e-41cfbc2e58a4,Jamie Perez,50,50.21,7.83,36,3,0,(245)434-4575x99548,thomastyler@example.net,Markschester,Virginia,61903,Premium,664.74,2020-04-14,2023-08-24
3aa37845-8859-4bf8-b4e0-1883eb7de83c,Jesse Perez,23,84.06,6.99,36,5,0,(680)694-3067x4116,anna58@example.com,Port Yolandabury,Texas,93277,Premium,887.12,2021-11-09,2023-07-24
da6eebc7-af9c-468a-a9a2-bdeaf1beee66,Grace Bell,37,42.72,9.32,24,5,1,001-607-466-9537x26298,parkmichael@example.com,New Joshua,Texas,41747,Basic,404.0,2022-07-14,2022-11-23
d97b06d6-502e-4cdd-931d-d5c710d4506c,Adam Wilcox,54,169.33,8.3,36,2,1,9576395723,lewislarry@example.net,North Kyle,New Jersey,55580,Premium,514.6,2023-09-08,2023-08-19
f5791232-cfe5-44e3-ab67-ba9344f151d0,Cassandra Mayo,60,165.87,8.14,36,2,0,809.715.4799,veronicaramirez@example.org,Gonzalezshire,Ohio,23811,Standard,337.34,2019-11-15,2023-04-23
4642fcb8-600d-40ea-bfce-30959eca4e96,Lisa Thomas,51,40.08,2.54,24,5,1,942.469.4634x965,lisamorrow@example.com,South Richardtown,Louisiana,55373,Premium,516.91,2023-05-14,2022-11-26
c7317834-3598-4a5f-893d-5c3d464ee691,Patricia Stewart,65,172.72,5.33,12,2,0,594.721.7380x9123,ywilson@example.org,Port Sean,Idaho,54603,Basic,408.34,2021-11-03,2023-05-09
dee9354b-d544-4655-b5cb-7b62f0c32048,Jaclyn Thompson,71,67.29,3.03,24,4,1,918.632.2306,ealvarez@example.net,Port Lori,New York,27090,Basic,469.91,2021-09-30,2023-08-05
678e31b4-38d0-4733-b8c9-cc116727b21d,Jeffrey Miller,28,197.63,2.24,24,2,1,924-521-6700x9543,pmoore@example.org,Port Jerrystad,Louisiana,35137,Basic,516.86,2020-03-22,2023-09-28
be21ffdc-498c-4e9d-8208-e5ea32c09ebb,Marcus Miller,21,54.61,3.02,36,2,1,001-379-215-6998x2553,donaldwatson@example.com,East Shawnmouth,New Mexico,57281,Premium,407.66,2020-12-24,2023-02-24
6b766d26-b8d9-466c-aba4-1edfae363f47,Marie Martinez,73,50.98,2.56,36,3,0,(319)774-2187x2651,alyssafisher@example.com,Nicholschester,Georgia,80148,Standard,999.82,2019-10-18,2023-08-17
4c9c6432-f22b-4c35-bb9d-e06cd8756e8e,Sean Fields,32,190.5,9.47,36,3,0,001-689-336-6141x09118,craigbrown@example.net,Thompsonburgh,Pennsylvania,81363,Standard,403.2,2019-08-02,2023-01-30
8c193cc0-cc64-46b1-9f9b-49fc0b10cba7,Scott Romero,26,151.55,5.52,36,1,1,904.646.8674,lwright@example.net,Port Alejandra,Missouri,79011,Basic,998.8,2019-08-07,2023-04-06
0655dd20-1451-4441-a54e-f6ea5d6e7e21,Tracey Reid,59,144.09,9.59,12,1,1,001-451-299-2583x92798,mary64@example.org,East Sandra,West Virginia,31710,Basic,948.45,2020-06-25,2023-02-05
fd940366-62c9-48fd-a465-bb7c1fc49b04,Patricia Barr,68,135.41,2.74,36,5,0,787.768.2683x9894,davisjoseph@example.com,South Angelaland,Alabama,08917,Standard,506.42,2018-11-10,2022-12-31
23d2fd15-cea8-4148-b58e-d727dda9cead,Jose Booth PhD,65,70.91,6.99,24,4,1,001-219-317-3699x430,fwheeler@example.org,North Nicolas,Nebraska,35180,Basic,274.45,2021-05-09,2023-04-28
ada756bc-2a41-4146-8b9e-54e603d1cdd2,Kristie Palmer,20,56.22,4.44,24,4,0,791.712.9247x993,steven15@example.org,East Michelle,Missouri,66904,Standard,373.1,2019-10-28,2023-03-17
2fda7f3c-a6d9-4f35-9b6a-1378fa5fe5cf,Frederick Scott,51,135.87,1.75,36,3,1,676-765-6826x626,robertgreen@example.com,Christopherfurt,Maine,25871,Premium,134.94,2020-04-04,2023-09-23
c8273c9b-2d4c-4228-bbb5-c4e7622afb97,Garrett White,34,109.84,4.67,36,1,0,(408)415-7600x5259,kelleylaura@example.org,North Kathyberg,Arizona,18391,Standard,322.88,2022-01-29,2023-02-27
4ece8832-fb01-4f05-a7a8-e426328111fb,Ryan Levy,23,100.26,3.26,12,3,1,788-887-9468,wilsongary@example.net,Masseymouth,Mississippi,88739,Standard,125.22,2021-10-25,2023-07-15
62bfc219-3809-4bad-972b-0f0efd420fb1,Charles Cole,32,173.25,1.88,12,4,0,994-312-6291x23912,delacruzteresa@example.com,South Ryanfurt,Virginia,04768,Basic,680.63,2020-07-21,2023-01-13
5148c15b-918d-4701-82cc-952a25352d48,Nicole Wilson,60,34.15,9.86,36,4,0,001-631-669-0202,brianortiz@example.org,Lake Colemouth,Ohio,93636,Premium,793.85,2019-01-02,2022-10-04
8bea1689-91a8-4ad4-b6c4-de8fc9941f7a,Crystal Austin,33,72.36,1.43,12,4,1,(667)767-7939,tdixon@example.com,East Crystal,Utah,16270,Standard,528.74,2023-01-13,2023-03-06
c7901cf8-5cef-4ed5-824f-d5f33665d0fc,Kristen Hill,80,62.19,7.62,12,2,0,001-580-981-1714x8875,nwalker@example.com,East Gerald,Arizona,72720,Standard,848.14,2022-11-28,2023-04-02
47f0be8d-6abd-4b27-862a-5862ee453851,Stephanie Smith,63,96.29,5.3,12,1,1,711-236-1949,howellalan@example.net,Nicolemouth,Connecticut,53862,Basic,521.75,2019-03-15,2023-04-01
3911773c-1375-4f12-914b-d3a1993c0ccb,Daniel Warren,28,89.71,6.75,36,3,1,785-982-6328,hannarobert@example.net,South Wendy,Massachusetts,43504,Premium,164.61,2022-06-30,2022-11-03
8665ad30-3e9f-4f3a-ab84-78b7fd30e690,Taylor Patterson,28,82.59,8.49,12,1,1,584-667-3572,zgarcia@example.com,North Matthewfort,North Carolina,66202,Basic,953.32,2022-11-26,2023-09-03
7222e339-2320-4297-959e-3f99fbbc1948,James Aguilar,44,108.68,4.44,36,4,1,(672)512-1163x5043,nrobinson@example.org,Port Rachel,Washington,31468,Standard,900.45,2020-09-25,2023-09-30
e5d451a0-5e28-4630-a0e5-85a59cd077e5,David Ferguson,40,122.08,7.06,36,5,1,001-573-980-0714x9581,robert78@example.com,New Emily,Nevada,55588,Basic,900.44,2019-04-01,2022-12-31
c01c584a-972c-480e-bb71-596586dcc607,Janet Johnson,48,123.8,1.25,24,1,0,(333)647-5027x2611,bowenjason@example.org,Pamelatown,Utah,90187,Premium,399.97,2020-09-03,2022-12-06
65a58cdf-4277-4dd7-bfbd-bc198d2b0af5,Kristina Cantu,31,40.24,1.64,36,3,0,5759509748,rebeccagomez@example.com,West Leonstad,Oklahoma,80081,Premium,850.96,2022-05-26,2023-07-19
f6c95f98-7027-4d9a-ad2b-313b250846d6,Natasha Cook,30,150.42,7.04,24,3,1,3399868803,jaredrobinson@example.com,New Timothybury,Wisconsin,87506,Premium,587.75,2020-06-25,2023-02-10
e13c2cac-868d-4c56-a1e6-4172dc5a7e2a,Matthew Mcfarland,74,59.86,8.44,36,5,0,4364641562,cturner@example.org,West Teresaberg,Kentucky,93700,Premium,844.72,2021-05-30,2023-06-02
1e149f70-1d84-4ed1-ac5b-e53e806c46a2,Wanda Duke,77,51.35,1.2,36,2,1,7322676043,portermorgan@example.com,Bautistashire,Montana,07144,Premium,411.92,2018-10-07,2023-08-02
23c83830-4f89-483b-998e-fa33558bb57f,Ryan Evans,79,54.01,7.88,24,3,1,5673427657,bkeller@example.org,Port Bobbystad,Alaska,17986,Basic,287.73,2021-05-22,2023-05-11
36375a3c-7ccf-4d05-830e-8af33405dc82,Veronica Holmes,31,83.76,9.49,36,2,0,001-456-394-7863x73675,anguyen@example.org,Smithtown,Delaware,33514,Standard,691.52,2020-03-06,2023-03-20
afddca40-3940-4f56-bac0-fbae0ca16760,Kristin Davis,18,153.0,4.47,36,4,0,(212)222-8812x05221,marcusthompson@example.com,South Rickyshire,Arkansas,13075,Premium,887.04,2019-11-01,2022-12-27
9ea8b89a-3bff-4c22-9ec7-8a1ae3597d0c,Kimberly Walls,77,128.54,4.12,36,4,1,001-226-772-7959,burkedonna@example.net,Nobleborough,Utah,64525,Premium,713.3,2019-11-02,2023-01-23
158ec674-5be7-45b2-afab-7028956c71c0,Travis Hopkins,75,117.82,7.06,12,2,1,898-534-0124,daychristine@example.com,Josephberg,West Virginia,77162,Basic,201.19,2020-05-17,2023-01-13
dbd106b3-da66-4134-acba-4240a6983c99,Rebecca Waters,74,88.15,8.43,12,2,0,001-301-921-7277x976,jswanson@example.org,North Natalie,Florida,04640,Basic,777.36,2021-02-05,2023-08-26
5fecf1f7-1afa-4150-a9de-4d41cbb1d0c7,Alejandro Weaver,60,134.33,1.09,36,5,0,(450)768-4168x88767,ssweeney@example.org,North Tammie,New Mexico,19390,Standard,393.51,2022-06-16,2023-03-09
352013e9-0a1c-4df2-9bc8-c12cf33361e8,Anthony Jackson,54,193.19,5.2,12,1,0,919.524.7481x446,ccoleman@example.net,North Christinaton,Rhode Island,43975,Premium,991.85,2019-02-25,2022-12-17
00217da5-bfad-4d1a-8782-c1e6c1813b66,James Boyd,33,131.92,3.08,24,2,0,001-623-946-0196x688,renee00@example.org,East Philiptown,Mississippi,04870,Premium,361.64,2023-07-03,2022-10-31
e08970c3-3a13-488c-8f3f-1aba9260e76a,Richard Rios,33,61.32,9.09,24,4,1,815-508-2421,robertawhite@example.org,Schmidtborough,Minnesota,94966,Standard,624.47,2021-01-01,2023-06-10
3514b5ee-40e4-416a-a70f-fc4052037f94,Stephen Soto,19,96.27,1.97,24,3,0,916-380-9938,brandon99@example.org,Bryanfurt,Massachusetts,28417,Basic,384.18,2020-08-09,2022-11-26
c026f68c-7c69-41c4-9b77-7cbc30fb5eb7,Steven Cobb,41,51.78,3.18,36,4,0,792-625-6911x7828,escobarbrittany@example.org,Websterton,Michigan,15141,Standard,435.57,2021-04-13,2022-11-04
023e14b2-3cb8-4a23-90b1-db0fd968b78e,Sara Johnson,34,142.02,3.25,24,4,0,5069123455,joseph05@example.com,Alexandraborough,Indiana,12078,Standard,975.74,2019-05-17,2023-07-06
19037351-8cee-4ed4-ad37-93e26f116573,Michael Larsen,57,67.2,1.81,24,1,0,(323)399-8704,kennedyjennifer@example.org,Perkinsside,Connecticut,10654,Standard,227.48,2019-05-21,2023-05-03
c6a188e2-5f20-41d2-8a1d-0dda46e89570,Kyle Davis,57,173.83,1.14,12,4,0,(837)309-4620,brownjonathan@example.com,Grahamton,South Dakota,35779,Basic,731.85,2019-01-26,2023-08-28
1e505a76-f1dd-4c12-966a-e2e93e010c6b,Autumn Hurst,37,194.03,6.18,12,5,0,583-963-4757,karensmith@example.net,Mccoyfurt,Illinois,24905,Premium,883.06,2018-12-19,2023-07-16
645452df-81bf-443c-9ad6-88c7655adc37,Jason Mcconnell,31,186.12,3.7,12,2,1,201.783.4671,ebass@example.org,New Erik,North Dakota,03072,Standard,930.32,2022-12-16,2023-07-07
5743a13b-e05b-4ee7-8e80-1ed9bde6b632,Robert Kline,72,83.06,3.71,24,3,1,001-687-895-0010,scott99@example.com,Nealchester,South Carolina,87054,Standard,155.43,2018-12-09,2023-08-17
b5476851-22a4-4102-a518-727f8600c1b1,Melanie Davis,37,89.7,3.28,36,1,0,+1-322-566-5713x922,amacdonald@example.com,Amberbury,Nevada,34838,Premium,872.79,2021-01-11,2023-06-30
93346983-a75d-478f-aec3-d4a05ec118a9,Maria Sullivan,68,165.64,1.45,12,2,1,518-373-1376x3546,shawnwilson@example.org,Haleyville,Delaware,86911,Basic,133.13,2020-07-10,2023-08-24
aa5db0f9-2f0c-47fa-b98a-ebe8c6795500,Margaret Robertson,52,51.22,9.14,12,4,0,2335151411,nunezvincent@example.net,Williamtown,New Hampshire,75669,Basic,526.44,2021-05-02,2023-01-21
cf38d4ab-e512-4867-8142-17273ee1a94b,Jeremy Molina,24,31.54,9.12,36,4,1,001-845-688-0357,bryan59@example.net,North Marktown,Oklahoma,05291,Basic,779.78,2022-04-13,2022-12-17
95fe38f5-29a5-4a7e-bd80-786907180913,Cheyenne Phillips,54,115.68,2.82,36,5,1,001-433-960-8638,jean10@example.com,Mendezside,California,49346,Basic,430.23,2022-06-21,2023-07-08
bc17eced-8853-4fbf-87eb-41737a95cb9a,Patricia Burton,40,65.27,7.17,24,5,1,001-242-576-0223x3860,jason94@example.com,Jacobmouth,North Carolina,21248,Standard,591.16,2019-11-27,2023-04-29
2115e836-92f1-47b6-ae3a-6dbe2f0e0139,Marisa Porter,43,115.5,5.87,12,5,0,9467847675,uwagner@example.org,Amandaberg,Nebraska,10504,Basic,915.87,2019-07-13,2023-07-04
94ca52c2-905f-474f-b05b-844d2185a84a,Joyce Casey,39,149.75,2.6,36,4,1,492.901.1672x9735,taylor74@example.com,Lake Marciaburgh,Kansas,23249,Standard,377.41,2021-06-27,2023-07-01
a7b0d3c8-92bc-4390-a94b-13c382af00db,Michelle Henry,52,69.98,1.84,36,2,1,001-998-945-5167,susan90@example.org,Kingmouth,Hawaii,90045,Basic,612.0,2023-03-01,2023-07-20
815b614c-29a9-456b-9d46-715cc204926c,Robert Ward,43,151.44,5.12,36,2,1,(822)761-1595x94828,william05@example.net,New Emma,Maryland,59048,Standard,753.68,2020-01-23,2022-10-14
1bd9e71c-9fd4-4c4a-8976-9f66ac7c26e9,Jacqueline Hunt,63,38.63,4.49,24,5,1,941-923-4426,coledawn@example.com,Smithport,Georgia,51967,Basic,117.46,2019-06-13,2023-06-12
e0f2c683-62ef-4ef6-ab75-dd60397bc21c,Richard Anderson,77,79.13,1.19,12,2,1,(414)920-3259x2939,cody05@example.net,North Laura,Wisconsin,44593,Standard,449.96,2019-05-21,2023-04-30
3d9ade13-4024-4a98-9c58-546d7968826c,Angel Harrison,66,188.93,2.73,12,3,1,(760)774-3632x49353,gregory22@example.com,Lake Andrewfurt,Pennsylvania,07512,Basic,647.99,2022-10-01,2022-10-02
4ad5a906-bacd-44e9-b12a-dffad09ebd65,Jeffrey Francis,55,140.22,2.09,24,3,1,944-756-8683x73325,hillbonnie@example.org,Port Kathleen,Minnesota,62635,Premium,270.71,2019-07-15,2022-11-28
b2d463c2-beea-4e11-b6cb-c76a96cce0ce,Jon Farmer,50,78.42,4.81,12,1,0,875-357-4051x357,hwalker@example.net,Kylehaven,Rhode Island,57226,Basic,586.34,2023-09-02,2023-05-04
d15d3dbb-ff05-4afb-a6a1-fd3e8dc479d7,Laura Hill,72,61.27,5.58,24,4,0,+1-831-570-2730,patricktaylor@example.net,Marcusfort,Kansas,10499,Premium,978.61,2021-05-18,2023-06-16
e3c09d52-ae5a-433e-9c15-78a52e3bce66,Karen Wallace,25,176.85,1.8,12,1,0,+1-379-875-7939x2082,rmcclain@example.net,Whitestad,North Dakota,22981,Standard,514.58,2023-06-04,2022-12-04
f52e52b3-2dba-4f1e-a017-da823a9c4371,Randy Moore,20,135.58,2.61,24,1,1,001-466-532-7629x994,terriwilson@example.com,Castroberg,Oregon,24928,Premium,758.12,2019-02-14,2023-07-13
0950a89f-5b90-41a1-a855-f197c0b637b6,Courtney Clayton,62,76.24,4.33,12,5,1,(853)267-9348x5805,johnsonerin@example.net,West Tina,Delaware,22559,Standard,238.91,2023-02-28,2023-03-11
15e93573-617a-4cf0-ac05-aa01ba4a7e4f,Ashley Davis,80,190.01,9.15,12,2,0,(958)623-8741,curryjames@example.org,Tylerborough,Nevada,82139,Premium,472.68,2020-11-04,2023-01-21
505d9385-4e50-4bb7-8bc2-2d7324cabcfe,Vanessa Schneider,63,135.84,4.36,36,5,0,3879889535,robinsonjonathan@example.net,Port Christian,Indiana,06052,Basic,436.96,2020-07-28,2023-02-11
94f78b53-7715-4e3b-9a4e-228c369f7f81,Christina Austin,69,35.24,1.14,24,5,1,674.308.1582x724,paul30@example.net,Suarezbury,Wyoming,82218,Premium,881.58,2021-03-14,2022-11-02
b3fc345a-fe02-4fb7-b6ef-83ea51799eca,James Brown,23,182.53,2.1,36,5,1,+1-517-775-3802x16000,romerobrenda@example.org,Rebeccafort,Wisconsin,59812,Basic,557.01,2023-03-12,2023-04-05
ac299770-d5e4-4053-91bd-c87f80f8d1ab,Brian Lewis,21,151.06,8.02,36,4,0,(799)441-8192x5071,fischerann@example.net,Lake Anitabury,Tennessee,60724,Premium,853.9,2023-01-18,2023-09-05
b4670c4e-966e-449d-a7f4-e861c8277113,Mr. Jose Rhodes,23,141.18,4.17,24,2,1,860-437-4670x6859,stephanie45@example.com,West Graceland,Louisiana,15644,Premium,927.58,2020-10-20,2023-01-28
e36d4f94-6e86-4756-a21e-bbe6b843e922,Holly Jones,64,74.94,5.05,12,4,1,+1-474-915-9933x32149,david05@example.org,Bethanymouth,Texas,94418,Standard,609.2,2021-09-14,2023-04-15
a3238510-ec2e-484c-9f30-3d6d30359194,Wayne Williams PhD,44,107.93,1.95,24,1,0,001-417-501-5852x70489,ystewart@example.com,Jeremyside,Kansas,48078,Premium,296.64,2022-06-22,2023-01-10
a65d7bb8-8e2d-453b-be4b-25543f83f171,Kenneth French,25,53.92,8.89,12,1,1,421.748.3790x88615,vcampbell@example.org,Vaughnbury,Ohio,91111,Premium,659.68,2020-03-13,2022-12-14
47249f19-8b15-430e-940e-15a5b2cac7af,Jamie Mills,44,95.51,8.86,12,4,1,001-233-928-9234x75884,mwalters@example.com,New Kayla,Delaware,99863,Basic,225.37,2023-09-02,2023-01-08
cc1d70dc-16a7-4683-8650-e6936b0c54f0,Theresa Beard,29,151.48,4.69,12,3,0,483-926-2420x5509,susan60@example.org,Lake Laura,North Dakota,67246,Standard,572.43,2021-04-15,2023-05-17
8fc07ab9-fd80-438e-b163-f18b62dee5dc,Kathy Garza,56,130.55,7.81,36,4,1,639-251-4518x6049,smithaaron@example.com,Jamesfort,South Dakota,62888,Basic,217.5,2020-08-10,2023-05-07
4f92f4a7-4333-4631-9f7c-80624b5dfcd7,Alex Lee,51,54.73,2.89,36,4,0,793.591.6046,tammy51@example.org,Huertaside,Wisconsin,85187,Basic,563.85,2022-08-02,2022-11-30
d2d778b0-28ad-410e-9974-4dd051466b66,Troy Kramer,40,173.66,4.04,24,3,1,001-744-639-7133x95698,evillanueva@example.org,New Jenna,Arkansas,06832,Premium,948.28,2018-12-09,2022-11-13
c7b8db26-9230-4c24-a7a7-c206d4336426,Cynthia Edwards MD,63,147.26,6.32,36,4,0,764-942-1344,aburton@example.com,Daymouth,New York,99507,Standard,100.32,2022-12-12,2023-07-11
bef2784d-327c-495b-b90f-68ca863a903d,Teresa Lewis,47,69.98,3.01,24,5,1,(629)274-3729,stevennewman@example.net,Garciaview,Louisiana,88907,Standard,421.58,2019-05-03,2022-11-10
c360d2e1-dea2-4128-b7c2-02fe58e35c00,Traci Bates,31,46.22,3.77,36,2,0,889.920.6832,haleybaker@example.org,Suzanneside,Oklahoma,17475,Basic,432.12,2020-07-06,2022-11-27
cd9403e7-e4ad-453a-b9d3-a6dfdc5d705e,Dr. Michael Flynn Jr.,75,154.71,5.93,12,2,1,970.903.7529x1693,davidtorres@example.net,Ashleyport,Montana,78354,Standard,187.53,2021-03-11,2022-11-11
6421917b-df5c-4bb8-8c0b-e5bf1d533b34,Eric Lewis,54,35.4,4.5,12,3,0,482.398.2043,teresa40@example.com,West Karen,Missouri,13957,Basic,756.5,2019-08-22,2023-02-01
05853f2b-5e00-46de-92ea-1af9306dc757,Angela Hicks,53,100.98,2.74,24,4,1,356.919.8838,gbarrett@example.net,West Louis,Alaska,94651,Standard,618.72,2021-02-12,2023-01-27
bb81e438-afd2-41c3-a2d5-fd3501c4ad7e,Wendy Dunn,50,63.54,2.39,36,4,1,760-492-7436x515,sgray@example.net,East Amandafort,West Virginia,50309,Basic,596.65,2021-03-22,2022-10-07
775ac5a9-5e06-4f85-913e-bbaab6f3751c,Alex House,47,175.21,4.18,36,4,1,+1-991-987-8574,robertmccarthy@example.org,Johnathanbury,Ohio,42558,Premium,572.43,2019-07-05,2023-06-21
842469e9-3ac6-4401-a403-e6edddd079fb,Brandon Hansen,56,183.27,1.64,36,3,0,+1-830-833-3261x953,davisrichard@example.org,Jenniferville,Michigan,53609,Basic,810.24,2019-12-15,2023-08-19
b8f42646-6be8-41cb-a42d-e57ba63a0ad9,Jerry Walker,76,115.83,8.38,24,4,1,(703)210-4302x60738,wilsondaniel@example.net,New Jonbury,California,44945,Standard,928.14,2022-07-01,2023-02-13
37d1cdc7-1398-476b-9110-79dd9c6c1213,Raven Gonzalez,58,106.48,1.17,12,3,1,497-574-6484,donaldkim@example.net,Jenniferberg,Arkansas,16423,Standard,780.51,2020-07-10,2022-11-29
9eb54d09-77e4-4d9a-a463-56110376af36,Holly Sharp,23,70.24,1.05,24,5,0,+1-971-368-2854x25061,frankleonard@example.org,Markmouth,Maryland,74905,Standard,921.83,2018-10-22,2022-12-03
377309ef-025d-4de7-b726-66257ab1ecd2,Lisa Maynard,54,189.11,4.34,24,2,0,(456)630-2704x3263,cummingselizabeth@example.org,East Rachel,Georgia,32498,Standard,759.54,2019-10-29,2023-02-09
3980860a-ebba-41e0-8f62-01fb2eb3181c,Steven Holland,41,182.24,2.48,36,2,1,911-536-9950x495,susanmclean@example.org,South Charles,Colorado,04612,Premium,662.99,2022-01-06,2022-12-11
f230a4e5-961d-4997-8c7a-2feba8a41487,Destiny Cox,30,179.27,5.02,12,1,1,001-291-859-2607,derek00@example.com,Lake Rachel,Vermont,73124,Standard,376.25,2020-03-22,2022-12-02
fe71be77-4c99-40de-acb5-17dd3b45970a,Erin Hodge,62,160.67,5.93,24,1,1,200-252-5573x29743,ricerichard@example.net,Judithmouth,Maryland,13952,Premium,493.41,2019-01-05,2023-08-30
dcf2e391-1979-450d-b79f-4ffe229849b2,Christopher Waller,79,156.32,4.51,12,4,1,001-547-424-1227x4646,bradleyrussell@example.org,Thompsonhaven,Idaho,94244,Basic,983.91,2020-12-02,2023-03-17
e6abd1a5-191f-4b8d-a777-17cba5e28287,Anthony Scott,51,110.99,1.97,36,3,0,327.333.7792,richardbailey@example.net,New Sean,South Dakota,25593,Standard,231.93,2020-11-10,2023-07-03
d954a1d6-6e5e-4fcd-87f5-f6aab43068aa,Vanessa Smith,29,147.28,6.63,36,1,0,660-905-4266x05592,nicholasbonilla@example.com,Masonborough,Oklahoma,58335,Basic,929.47,2021-10-10,2023-02-10
856ee1ac-17bc-444e-8b51-2436e29bf640,Timothy Gutierrez,60,154.39,7.73,12,1,0,881.635.3415x01798,thomascrystal@example.net,Davidchester,Utah,94181,Basic,887.01,2023-06-06,2023-05-08
b036ec0c-cb3f-429d-ae79-d8d64d6b67f9,Julie Ball,30,134.32,1.4,36,2,1,+1-680-843-4011,crystalmyers@example.net,Lake Katrinaview,Michigan,90362,Premium,383.56,2022-08-29,2023-07-23
9538765c-fd5f-4fe9-a41e-387fd6094ad2,Mary Pratt,18,107.64,1.1,12,1,0,001-701-908-8691x4269,tanyamoore@example.org,Toddhaven,Nebraska,48558,Standard,247.61,2023-02-17,2023-07-20
284a9f58-3906-4db1-9a64-9a037bf1181c,Michael Edwards,73,45.9,4.0,24,1,1,4954901226,christinawerner@example.org,Port Laurenton,Minnesota,50310,Basic,849.03,2023-02-12,2023-03-10
7fd692a5-bf65-43bf-bbb0-ac9311a69254,Karen Mccarthy,49,68.55,8.0,36,3,1,001-790-927-4164x6150,angela06@example.com,Lake Lorihaven,Kansas,44157,Premium,324.42,2022-07-31,2023-01-15
e9b2cf59-6ca9-474e-bdad-e83274947d69,Kayla Brown,26,177.87,6.15,24,1,1,607-252-9536x76237,jeffery96@example.net,New Jacqueline,Kentucky,85236,Premium,667.63,2021-05-23,2022-10-22
11fa4a2b-6c20-487a-ba87-d3d2e3653c7c,Frank Hart,39,150.97,9.63,12,4,0,001-986-843-6668x526,david47@example.net,Mayertown,Indiana,11888,Standard,842.82,2021-01-09,2023-04-09
cb617d8e-3633-4677-bdd6-258395e58e66,Jason Stewart,29,149.34,6.5,24,4,0,584-397-6085x13800,hodgesjose@example.org,Garrisonfort,Ohio,72243,Basic,142.51,2019-02-23,2022-10-10
570d1ec1-c40f-4462-8fc8-8d1524b95db7,Jimmy Hayes,34,189.45,2.62,24,4,0,+1-601-555-1560x895,frederickjustin@example.com,Andreatown,Nevada,38593,Premium,900.09,2022-09-25,2023-03-27
e5996a66-8daf-48cf-b8d1-e58d4a5115a8,Michael Vasquez,41,61.2,8.44,12,4,0,(986)423-6906,andersonpaula@example.net,South Tiffany,Wyoming,69776,Basic,728.26,2019-06-17,2023-01-23
18a7a103-5fc0-4230-ab2a-d51858f9d8ed,David Jacobson,59,153.89,5.6,12,4,0,936.694.8819x2016,hshah@example.com,Carrieview,New Jersey,44000,Standard,446.9,2018-12-24,2023-01-19
7dc7ec2c-8f16-4e6d-958b-5f867f3ef66d,Dr. Kimberly Marshall DVM,57,112.79,9.97,24,4,0,260-326-5810x929,yvaughn@example.com,New Terrimouth,North Carolina,46787,Standard,534.92,2021-04-16,2023-03-08
b7744bcd-ae82-4d58-a55b-da1fb8ae02c0,Adam Leblanc,72,69.29,1.61,12,5,1,+1-867-848-6743,phebert@example.org,Walkerport,Wyoming,30802,Basic,969.11,2022-01-26,2023-02-20
